Session,Game,Turns,Elapsed,Winners
20180425_131959,0,1000,43,
20180425_131959,1,312,13,Player 2
20180425_131959,2,1000,30,
20180425_131959,3,859,23,Player 1
20180425_131959,4,8,0,Player 2
20180425_131959,5,496,22,Player 2
20180425_131959,6,232,10,Player 2
20180425_131959,7,847,23,Player 1
20180425_131959,8,1000,33,
20180425_131959,9,452,19,Player 2
20180425_131959,10,85,4,Player 1
20180425_131959,11,598,23,Player 2
20180425_131959,12,178,8,Player 2
20180425_131959,13,20,1,Player 2
20180425_131959,14,1000,28,
20180425_131959,15,88,4,Player 2
20180425_131959,16,60,3,Player 2
20180425_131959,17,143,7,Player 1
20180425_131959,18,885,25,Player 1
20180425_131959,19,1000,37,
20180425_131959,20,665,21,Player 1
20180425_131959,21,686,27,Player 2
20180425_131959,22,36,2,Player 2
20180425_131959,23,278,15,Player 2
20180425_131959,24,1000,30,
20180425_131959,25,1000,39,
20180425_131959,26,416,15,Player 2
20180425_131959,27,1000,36,
20180425_131959,28,1000,30,
20180425_131959,29,308,15,Player 2
20180425_131959,30,1000,31,
20180425_131959,31,1000,28,
20180425_131959,32,6,0,Player 2
20180425_131959,33,547,19,Player 1
20180425_131959,34,331,11,Player 1
20180425_131959,35,1000,31,
20180425_131959,36,24,1,Player 2
20180425_131959,37,94,5,Player 2
20180425_131959,38,768,27,Player 2
20180425_131959,39,1000,31,
20180425_131959,40,465,19,Player 1
20180425_131959,41,1000,23,
20180425_131959,42,706,31,Player 2
20180425_131959,43,1000,26,
20180425_131959,44,620,22,Player 2
20180425_131959,45,819,28,Player 1
20180425_131959,46,1000,27,
20180425_131959,47,182,7,Player 2
20180425_131959,48,1000,36,
20180425_131959,49,559,21,Player 1
20180425_131959,50,1000,30,
20180425_131959,51,1000,26,
20180425_131959,52,1000,29,
20180425_131959,53,26,1,Player 2
20180425_131959,54,1000,36,
20180425_131959,55,1000,28,
20180425_131959,56,903,40,Player 1
20180425_131959,57,650,25,Player 2
20180425_131959,58,763,29,Player 1
20180425_131959,59,131,7,Player 1
20180425_131959,60,703,25,Player 1
20180425_131959,61,7,0,Player 1
20180425_131959,62,65,3,Player 1
20180425_131959,63,15,0,Player 1
20180425_131959,64,1,0,Player 1
20180425_131959,65,3,0,Player 1
20180425_131959,66,5,0,Player 1
20180425_131959,67,1000,36,
20180425_131959,68,1000,28,
20180425_131959,69,246,14,Player 2
20180425_131959,70,313,15,Player 1
20180425_131959,71,1000,40,
20180425_131959,72,18,0,Player 2
20180425_131959,73,142,8,Player 2
20180425_131959,74,150,10,Player 2
20180425_131959,75,808,28,Player 2
20180425_131959,76,152,8,Player 2
20180425_131959,77,1000,30,
20180425_131959,78,1000,30,
20180425_131959,79,5,0,Player 1
20180425_131959,80,18,0,Player 2
20180425_131959,81,9,0,Player 1
20180425_131959,82,20,1,Player 2
20180425_131959,83,21,1,Player 1
20180425_131959,84,33,1,Player 1
20180425_131959,85,18,0,Player 2
20180425_131959,86,72,3,Player 2
20180425_131959,87,102,4,Player 2
20180425_131959,88,216,9,Player 2
20180425_131959,89,647,25,Player 2
20180425_131959,90,1000,34,
20180425_131959,91,1000,26,
20180425_131959,92,313,12,Player 1
20180425_131959,93,1000,29,
20180425_131959,94,157,7,Player 1
20180425_131959,95,366,14,Player 2
20180425_131959,96,784,24,Player 2
20180425_131959,97,128,7,Player 2
20180425_131959,98,49,2,Player 1
20180425_131959,99,1000,37,
20180425_131959,100,229,10,Player 1
20180425_131959,101,89,4,Player 1
20180425_131959,102,1000,22,
20180425_131959,103,210,11,Player 2
20180425_131959,104,1000,30,
20180425_131959,105,1000,24,
20180425_131959,106,135,6,Player 1
20180425_131959,107,15,0,Player 1
20180425_131959,108,1000,36,
20180425_131959,109,192,9,Player 2
20180425_131959,110,1000,28,
20180425_131959,111,1000,30,
20180425_131959,112,1000,31,
20180425_131959,113,903,31,Player 1
20180425_131959,114,1000,27,
20180425_131959,115,1000,27,
20180425_131959,116,1000,40,
20180425_131959,117,1000,27,
20180425_131959,118,1000,28,
20180425_131959,119,75,4,Player 1
20180425_131959,120,7,0,Player 1
20180425_131959,121,75,3,Player 1
20180425_131959,122,1000,30,
20180425_131959,123,217,11,Player 1
20180425_131959,124,259,13,Player 1
20180425_131959,125,558,20,Player 2
20180425_131959,126,57,4,Player 1
20180425_131959,127,85,4,Player 1
20180425_131959,128,51,4,Player 1
20180425_131959,129,1000,29,
20180425_131959,130,1000,31,
20180425_131959,131,1000,36,
20180425_131959,132,104,6,Player 2
20180425_131959,133,721,26,Player 1
20180425_131959,134,376,16,Player 2
20180425_131959,135,1000,37,
20180425_131959,136,1000,23,
20180425_131959,137,970,27,Player 1
20180425_131959,138,356,15,Player 2
20180425_131959,139,316,13,Player 2
20180425_131959,140,64,3,Player 2
20180425_131959,141,1000,34,
20180425_131959,142,1000,37,
20180425_131959,143,105,5,Player 1
20180425_131959,144,1000,30,
20180425_131959,145,1000,24,
20180425_131959,146,305,16,Player 1
20180425_131959,147,3,0,Player 1
20180425_131959,148,9,0,Player 1
20180425_131959,149,3,0,Player 1
20180425_131959,150,575,19,Player 1
20180425_131959,151,1000,27,
20180425_131959,152,811,26,Player 1
20180425_131959,153,141,7,Player 1
20180425_131959,154,237,11,Player 1
20180425_131959,155,1000,28,
20180425_131959,156,611,22,Player 1
20180425_131959,157,394,18,Player 2
20180425_131959,158,267,11,Player 1
20180425_131959,159,606,26,Player 2
20180425_131959,160,210,11,Player 2
20180425_131959,161,1000,31,
20180425_131959,162,366,15,Player 2
20180425_131959,163,1000,26,
20180425_131959,164,882,27,Player 2
20180425_131959,165,1000,26,
20180425_131959,166,108,5,Player 2
20180425_131959,167,1000,27,
20180425_131959,168,10,0,Player 2
20180425_131959,169,1000,36,
20180425_131959,170,21,1,Player 1
20180425_131959,171,117,5,Player 1
20180425_131959,172,45,2,Player 1
20180425_131959,173,1000,26,
20180425_131959,174,311,14,Player 1
20180425_131959,175,189,8,Player 1
20180425_131959,176,278,12,Player 2
20180425_131959,177,27,1,Player 1
20180425_131959,178,380,16,Player 2
20180425_131959,179,1000,26,
20180425_131959,180,587,20,Player 1
20180425_131959,181,807,22,Player 1
20180425_131959,182,246,9,Player 2
20180425_131959,183,280,11,Player 2
20180425_131959,184,1000,34,
20180425_131959,185,630,25,Player 2
20180425_131959,186,1000,31,
20180425_131959,187,795,29,Player 1
20180425_131959,188,235,10,Player 1
20180425_131959,189,204,8,Player 2
20180425_131959,190,108,6,Player 2
20180425_131959,191,88,4,Player 2
20180425_131959,192,74,4,Player 2
20180425_131959,193,1000,31,
20180425_131959,194,1000,30,
20180425_131959,195,1000,31,
20180425_131959,196,731,20,Player 1
20180425_131959,197,934,32,Player 2
20180425_131959,198,979,35,Player 1
20180425_131959,199,238,10,Player 2
20180425_131959,200,1000,25,
20180425_131959,201,1000,25,
20180425_131959,202,204,10,Player 2
20180425_131959,203,966,26,Player 1
20180425_131959,204,33,1,Player 1
20180425_131959,205,5,0,Player 1
20180425_131959,206,1000,31,
20180425_131959,207,203,9,Player 1
20180425_131959,208,11,0,Player 1
20180425_131959,209,13,0,Player 1
20180425_131959,210,9,0,Player 1
20180425_131959,211,394,18,Player 2
20180425_131959,212,62,3,Player 2
20180425_131959,213,1000,29,
20180425_131959,214,1000,33,
20180425_131959,215,188,9,Player 2
20180425_131959,216,41,2,Player 1
20180425_131959,217,414,16,Player 2
20180425_131959,218,95,4,Player 1
20180425_131959,219,59,3,Player 1
20180425_131959,220,625,26,Player 1
20180425_131959,221,365,17,Player 1
20180425_131959,222,223,9,Player 1
20180425_131959,223,1000,30,
20180425_131959,224,1000,25,
20180425_131959,225,103,6,Player 1
20180425_131959,226,107,5,Player 1
20180425_131959,227,45,2,Player 1
20180425_131959,228,29,1,Player 1
20180425_131959,229,7,0,Player 1
20180425_131959,230,13,0,Player 1
20180425_131959,231,55,2,Player 1
20180425_131959,232,51,2,Player 1
20180425_131959,233,1000,26,
20180425_131959,234,290,11,Player 2
20180425_131959,235,251,9,Player 1
20180425_131959,236,1000,27,
20180425_131959,237,48,2,Player 2
20180425_131959,238,654,22,Player 2
20180425_131959,239,1000,29,
20180425_131959,240,1000,35,
20180425_131959,241,845,24,Player 1
20180425_131959,242,1000,36,
20180425_131959,243,57,3,Player 1
20180425_131959,244,63,3,Player 1
20180425_131959,245,9,0,Player 1
20180425_131959,246,1000,28,
20180425_131959,247,217,11,Player 1
20180425_131959,248,1000,30,
20180425_131959,249,169,9,Player 1
